audio_id,audio_name,year,month,day,type,duration_min,audio_r2_url,audio_drive_url,transcript_id,transcript_name,transcript_r2_url,transcript_drive_url,mapping_confidence,match_reason
"a_3891","0788--5724-Tamuz 12m Sicha 12.mp3","5724","Tamuz",12,"",10.68,"https://audio.kohnai.ai/training/0788--5724-Tamuz%2012m%20Sicha%2012.mp3","https://drive.google.com/file/d/124JgCFdZBWuk-JszjRbjrkiEIiJJBNvN/view","t_949","12 Tammuz 5724 Sicha 2.docx","/api/transcript?name=12%20Tammuz%205724%20Sicha%202.txt","https://drive.google.com/file/d/1pD5-JWd8ifW9Y2JirfjuiNoBaDKJP55_/view",0.95,"50hr-selected"
"a_3554","0817--5725-Shvat 10g Mamar.mp3","5725","Shevat",10,"",24.95,"https://audio.kohnai.ai/training/0817--5725-Shvat%2010g%20Mamar.mp3","https://drive.google.com/file/d/13zHQSLy91nLanrziMs63J8NyN4n6cf3t/view","t_988","10 Shvat 5725 sicha 6.doc","/api/transcript?name=10%20Shvat%205725%20sicha%206.txt","https://drive.google.com/file/d/1fiy2fcgLRMRChEHtQnYw0rDQtauGcPhn/view",0.95,"50hr-selected"
"a_3553","0818--5725-Shvat 10h Sicha 7.mp3","5725","Shevat",10,"",37.68,"https://audio.kohnai.ai/training/0818--5725-Shvat%2010h%20Sicha%207.mp3","https://drive.google.com/file/d/1tE0oc5OC3jX7W2Lv_hDGvSOQvVeAKz0n/view","t_988","10 Shvat 5725 sicha 6.doc","/api/transcript?name=10%20Shvat%205725%20sicha%206.txt","https://drive.google.com/file/d/1fiy2fcgLRMRChEHtQnYw0rDQtauGcPhn/view",0.95,"50hr-selected"
"a_3552","0819--5725-Shvat 10i Sicha 8.mp3","5725","Shevat",10,"",16.84,"https://audio.kohnai.ai/training/0819--5725-Shvat%2010i%20Sicha%208.mp3","https://drive.google.com/file/d/1ZfRby7gXGA7nP0Gz1CnO57lvtPBbZSQe/view","t_988","10 Shvat 5725 sicha 6.doc","/api/transcript?name=10%20Shvat%205725%20sicha%206.txt","https://drive.google.com/file/d/1fiy2fcgLRMRChEHtQnYw0rDQtauGcPhn/view",0.95,"50hr-selected"
"a_3551","0821--5725-Shvat 10k Sicha 10.mp3","5725","Shevat",10,"",9.52,"https://audio.kohnai.ai/training/0821--5725-Shvat%2010k%20Sicha%2010.mp3","https://drive.google.com/file/d/1JdpFUjiThCjHl8wyLc4nvyzWXnStPr9k/view","t_988","10 Shvat 5725 sicha 6.doc","/api/transcript?name=10%20Shvat%205725%20sicha%206.txt","https://drive.google.com/file/d/1fiy2fcgLRMRChEHtQnYw0rDQtauGcPhn/view",0.95,"50hr-selected"
"a_3548","0822--5725-Shvat 10l Sicha 11 end.mp3","5725","Shevat",10,"",7.37,"https://audio.kohnai.ai/training/0822--5725-Shvat%2010l%20Sicha%2011%20end.mp3","https://drive.google.com/file/d/1d6vP8A6GFT6GAimYP1UXFqo-31nA1Dve/view","t_988","10 Shvat 5725 sicha 6.doc","/api/transcript?name=10%20Shvat%205725%20sicha%206.txt","https://drive.google.com/file/d/1fiy2fcgLRMRChEHtQnYw0rDQtauGcPhn/view",0.95,"50hr-selected"
"a_3543","0828--5725-Adar 14f Mamar.mp3","5725","Adar",14,"",20.92,"https://audio.kohnai.ai/training/0828--5725-Adar%2014f%20Mamar.mp3","https://drive.google.com/file/d/1fhNyWR9yYEZicVebZrDDnWKADbmvpl8i/view","t_945","14 Adar 5725 Sicha 4.docx","/api/transcript?name=14%20Adar%205725%20Sicha%204.txt","https://drive.google.com/file/d/1l4QjYFp_5GAbeY0KXz-NygjOAbbreC3t/view",0.95,"50hr-selected"
"a_3542","0829--5725-Adar 14g Sicha 6.mp3","5725","Adar",14,"",11.88,"https://audio.kohnai.ai/training/0829--5725-Adar%2014g%20Sicha%206.mp3","https://drive.google.com/file/d/1thg_0eT9pa8cXcLzcuwXFEvyXKFnFRha/view","t_945","14 Adar 5725 Sicha 4.docx","/api/transcript?name=14%20Adar%205725%20Sicha%204.txt","https://drive.google.com/file/d/1l4QjYFp_5GAbeY0KXz-NygjOAbbreC3t/view",0.95,"50hr-selected"
"a_3540","0831--5725-Adar 14i Sicha 8.mp3","5725","Adar",14,"",12.73,"https://audio.kohnai.ai/training/0831--5725-Adar%2014i%20Sicha%208.mp3","https://drive.google.com/file/d/1AtrS0yBqZPekQWyEIr9Z2GBJnGwfZMj8/view","t_945","14 Adar 5725 Sicha 4.docx","/api/transcript?name=14%20Adar%205725%20Sicha%204.txt","https://drive.google.com/file/d/1l4QjYFp_5GAbeY0KXz-NygjOAbbreC3t/view",0.95,"50hr-selected"
"a_3538","0832--5725-Adar 14j Sicha 9.mp3","5725","Adar",14,"",19.61,"https://audio.kohnai.ai/training/0832--5725-Adar%2014j%20Sicha%209.mp3","https://drive.google.com/file/d/1BCjasUpW4JK5GOttA4nLG6CVt-0Xsy-R/view","t_945","14 Adar 5725 Sicha 4.docx","/api/transcript?name=14%20Adar%205725%20Sicha%204.txt","https://drive.google.com/file/d/1l4QjYFp_5GAbeY0KXz-NygjOAbbreC3t/view",0.95,"50hr-selected"
"a_3534","0835--5725-Adar 14m Sicha 12 end.mp3","5725","Adar",14,"",12.04,"https://audio.kohnai.ai/training/0835--5725-Adar%2014m%20Sicha%2012%20end.mp3","https://drive.google.com/file/d/1NRzbtVkLnHvJmQbKywJyz-jdLLnPqgPr/view","t_945","14 Adar 5725 Sicha 4.docx","/api/transcript?name=14%20Adar%205725%20Sicha%204.txt","https://drive.google.com/file/d/1l4QjYFp_5GAbeY0KXz-NygjOAbbreC3t/view",0.95,"50hr-selected"
"a_3204","0869--5726-Kislev 19f Mamar.mp3","5726","Kislev",19,"",25.5,"https://audio.kohnai.ai/training/0869--5726-Kislev%2019f%20Mamar.mp3","https://drive.google.com/file/d/1ILCIUEUtn5SmQYiNf9rCnwcYIZ24yJ7K/view","t_989","19 Kislev 5726 Sicha 6 - Chassidus.doc","/api/transcript?name=19%20Kislev%205726%20Sicha%206%20-%20Chassidus.txt","https://drive.google.com/file/d/1hpO_hU1TlarvzkxamyOx9GZMFoDGpW70/view",0.95,"50hr-selected"
"a_3200","0873--5726-Kislev 19j Sicha 9 Siyum.mp3","5726","Kislev",19,"",18.15,"https://audio.kohnai.ai/training/0873--5726-Kislev%2019j%20Sicha%209%20Siyum.mp3","https://drive.google.com/file/d/1ewI3XXwg08aDmTpCFQYNaagiPI5Cj7CM/view","t_989","19 Kislev 5726 Sicha 6 - Chassidus.doc","/api/transcript?name=19%20Kislev%205726%20Sicha%206%20-%20Chassidus.txt","https://drive.google.com/file/d/1hpO_hU1TlarvzkxamyOx9GZMFoDGpW70/view",0.95,"50hr-selected"
"a_3199","0874--5726-Kislev 19k Sicha 10.mp3","5726","Kislev",19,"",12.12,"https://audio.kohnai.ai/training/0874--5726-Kislev%2019k%20Sicha%2010.mp3","https://drive.google.com/file/d/1qGvbKsEEkW6lCOvREPk_M_b6gaYgXxKU/view","t_989","19 Kislev 5726 Sicha 6 - Chassidus.doc","/api/transcript?name=19%20Kislev%205726%20Sicha%206%20-%20Chassidus.txt","https://drive.google.com/file/d/1hpO_hU1TlarvzkxamyOx9GZMFoDGpW70/view",0.95,"50hr-selected"
"a_3193","0880--5726-Shvat 10e Mamar.mp3","5726","Shevat",10,"",21.98,"https://audio.kohnai.ai/training/0880--5726-Shvat%2010e%20Mamar.mp3","https://drive.google.com/file/d/1qwgCkJ0u6lOng8Pq8EczZrVjAsT48GFw/view","t_987","10 Shevat 5726 Sicha 1.docx","/api/transcript?name=10%20Shevat%205726%20Sicha%201.txt","https://drive.google.com/file/d/13-hZ4t1nDFkBuAra4mXcfNuTxbS8Wt-e/view",0.95,"50hr-selected"
"a_3192","0881--5726-Shvat 10f Sicha 5.mp3","5726","Shevat",10,"",18.43,"https://audio.kohnai.ai/training/0881--5726-Shvat%2010f%20Sicha%205.mp3","https://drive.google.com/file/d/1x7IbzcUaBbWSElhK9zXIxFOtIFyyJ0zy/view","t_987","10 Shevat 5726 Sicha 1.docx","/api/transcript?name=10%20Shevat%205726%20Sicha%201.txt","https://drive.google.com/file/d/13-hZ4t1nDFkBuAra4mXcfNuTxbS8Wt-e/view",0.95,"50hr-selected"
"a_3191","0882--5726-Shvat 10g Sicha 6.mp3","5726","Shevat",10,"",7.63,"https://audio.kohnai.ai/training/0882--5726-Shvat%2010g%20Sicha%206.mp3","https://drive.google.com/file/d/1XbnFTw6sT8cnnMdrgNLVEAOIYLJyWwPS/view","t_987","10 Shevat 5726 Sicha 1.docx","/api/transcript?name=10%20Shevat%205726%20Sicha%201.txt","https://drive.google.com/file/d/13-hZ4t1nDFkBuAra4mXcfNuTxbS8Wt-e/view",0.95,"50hr-selected"
"a_3189","0883--5726-Shvat 10h Sicha 7.mp3","5726","Shevat",10,"",12.56,"https://audio.kohnai.ai/training/0883--5726-Shvat%2010h%20Sicha%207.mp3","https://drive.google.com/file/d/1Vn7SCMgy-2A-XY0rfBTncZLILVSb8fbr/view","t_987","10 Shevat 5726 Sicha 1.docx","/api/transcript?name=10%20Shevat%205726%20Sicha%201.txt","https://drive.google.com/file/d/13-hZ4t1nDFkBuAra4mXcfNuTxbS8Wt-e/view",0.95,"50hr-selected"
"a_3170","0903--5726-Nissan 13 Sicha 1.mp3","5726","Nissan",13,"",17.93,"https://audio.kohnai.ai/training/0903--5726-Nissan%2013%20Sicha%201.mp3","https://drive.google.com/file/d/1uKB9_J0MFawLfhqPKOvNtRCOMaW-KtSf/view","t_978","13 Nissan 5726 Sicha 4 - Achdus Chassidim.doc","/api/transcript?name=13%20Nissan%205726%20Sicha%204%20-%20Achdus%20Chassidim.txt","https://drive.google.com/file/d/1odXzm6dyoEUzRneKPpeowHwjIu16Q5xm/view",0.95,"50hr-selected"
"a_3168","0904--5726-Nissan 13b Sicha 2.mp3","5726","Nissan",13,"",10.01,"https://audio.kohnai.ai/training/0904--5726-Nissan%2013b%20Sicha%202.mp3","https://drive.google.com/file/d/1DMJ4IMlgnv3Hfsl9wE1xfZZgw22GMl9E/view","t_978","13 Nissan 5726 Sicha 4 - Achdus Chassidim.doc","/api/transcript?name=13%20Nissan%205726%20Sicha%204%20-%20Achdus%20Chassidim.txt","https://drive.google.com/file/d/1odXzm6dyoEUzRneKPpeowHwjIu16Q5xm/view",0.95,"50hr-selected"
"a_3169","0905--5726-Nissan 13c Sicha 3.mp3","5726","Nissan",13,"",14.57,"https://audio.kohnai.ai/training/0905--5726-Nissan%2013c%20Sicha%203.mp3","https://drive.google.com/file/d/1sAJgBYLoahf_tonqgmc-5tApG_GU_rZ7/view","t_978","13 Nissan 5726 Sicha 4 - Achdus Chassidim.doc","/api/transcript?name=13%20Nissan%205726%20Sicha%204%20-%20Achdus%20Chassidim.txt","https://drive.google.com/file/d/1odXzm6dyoEUzRneKPpeowHwjIu16Q5xm/view",0.95,"50hr-selected"
"a_3166","0907--5726-Nissan 13e Sicha 5.mp3","5726","Nissan",13,"",7.34,"https://audio.kohnai.ai/training/0907--5726-Nissan%2013e%20Sicha%205.mp3","https://drive.google.com/file/d/1qgUtWuJNzqHiD9VWzZfo33SPscGn0TnP/view","t_978","13 Nissan 5726 Sicha 4 - Achdus Chassidim.doc","/api/transcript?name=13%20Nissan%205726%20Sicha%204%20-%20Achdus%20Chassidim.txt","https://drive.google.com/file/d/1odXzm6dyoEUzRneKPpeowHwjIu16Q5xm/view",0.95,"50hr-selected"
"a_3163","0910--5726-Nissan 13h Sicha 8 end.mp3","5726","Nissan",13,"",8.37,"https://audio.kohnai.ai/training/0910--5726-Nissan%2013h%20Sicha%208%20end.mp3","https://drive.google.com/file/d/1A7ZIAApoLUXc-yHLlX25r7CHJ_hf-Gvg/view","t_978","13 Nissan 5726 Sicha 4 - Achdus Chassidim.doc","/api/transcript?name=13%20Nissan%205726%20Sicha%204%20-%20Achdus%20Chassidim.txt","https://drive.google.com/file/d/1odXzm6dyoEUzRneKPpeowHwjIu16Q5xm/view",0.95,"50hr-selected"
"a_3222","0975--5727-Tamuz 12e Mamar.mp3","5727","Tamuz",12,"",15.49,"https://audio.kohnai.ai/training/0975--5727-Tamuz%2012e%20Mamar.mp3","https://drive.google.com/file/d/1kKlRmNE6441FBeCyeV213FZn8F930yRG/view","t_939","12 Tammuz 5727 Sicha 7.docx","/api/transcript?name=12%20Tammuz%205727%20Sicha%207.txt","https://drive.google.com/file/d/1ZPQcA9bQw-SAt5o5deSDPxNi0ArS829u/view",0.95,"50hr-selected"
"a_3219","0978--5727-Tamuz 12h Sicha 7.mp3","5727","Tamuz",12,"",14.49,"https://audio.kohnai.ai/training/0978--5727-Tamuz%2012h%20Sicha%207.mp3","https://drive.google.com/file/d/1WcTOke5I_IB50sHh7mQlA24kdE-XJpC_/view","t_939","12 Tammuz 5727 Sicha 7.docx","/api/transcript?name=12%20Tammuz%205727%20Sicha%207.txt","https://drive.google.com/file/d/1ZPQcA9bQw-SAt5o5deSDPxNi0ArS829u/view",0.95,"50hr-selected"
"a_3218","0979--5727-Tamuz 12i Sicha 8.mp3","5727","Tamuz",12,"",8.18,"https://audio.kohnai.ai/training/0979--5727-Tamuz%2012i%20Sicha%208.mp3","https://drive.google.com/file/d/11kjvQ2sZ28Iitwk_CjlHQsyK6Ug2RM8-/view","t_939","12 Tammuz 5727 Sicha 7.docx","/api/transcript?name=12%20Tammuz%205727%20Sicha%207.txt","https://drive.google.com/file/d/1ZPQcA9bQw-SAt5o5deSDPxNi0ArS829u/view",0.95,"50hr-selected"
"a_3217","0980--5727-Tamuz 12j Sicha 9.mp3","5727","Tamuz",12,"",14.87,"https://audio.kohnai.ai/training/0980--5727-Tamuz%2012j%20Sicha%209.mp3","https://drive.google.com/file/d/1MPT7KcSIWvKD1dCKJa2EQV1gpnAvn1s-/view","t_939","12 Tammuz 5727 Sicha 7.docx","/api/transcript?name=12%20Tammuz%205727%20Sicha%207.txt","https://drive.google.com/file/d/1ZPQcA9bQw-SAt5o5deSDPxNi0ArS829u/view",0.95,"50hr-selected"
"a_3213","0983--5727-Tamuz 12m Sicha 12 and saying to say lchayim.mp3","5727","Tamuz",12,"",14.83,"https://audio.kohnai.ai/training/0983--5727-Tamuz%2012m%20Sicha%2012%20and%20saying%20to%20say%20lchayim.mp3","https://drive.google.com/file/d/1PJTK43SF_6XsRmYXz2EXnH2mRMv3MPUb/view","t_939","12 Tammuz 5727 Sicha 7.docx","/api/transcript?name=12%20Tammuz%205727%20Sicha%207.txt","https://drive.google.com/file/d/1ZPQcA9bQw-SAt5o5deSDPxNi0ArS829u/view",0.95,"50hr-selected"
"a_3211","0986--5727-Tamuz 12p Sicha 15.mp3","5727","Tamuz",12,"",12.1,"https://audio.kohnai.ai/training/0986--5727-Tamuz%2012p%20Sicha%2015.mp3","https://drive.google.com/file/d/1cfxNcrcjF0mkzJB34PjCiXjBjQCVOxOg/view","t_939","12 Tammuz 5727 Sicha 7.docx","/api/transcript?name=12%20Tammuz%205727%20Sicha%207.txt","https://drive.google.com/file/d/1ZPQcA9bQw-SAt5o5deSDPxNi0ArS829u/view",0.95,"50hr-selected"
"a_3326","0999--5728-Kislev 19e Sicha 5.mp3","5728","Kislev",19,"",21.17,"https://audio.kohnai.ai/training/0999--5728-Kislev%2019e%20Sicha%205.mp3","https://drive.google.com/file/d/1U2WHSrYn6hCgzXTR0wEiOb733FyJ8uUq/view","t_955","19 Kislev 5728 Sicha 4.docx","/api/transcript?name=19%20Kislev%205728%20Sicha%204.txt","https://drive.google.com/file/d/1KmjlwMc_a2hsW136CptRCwLxckWfM_Bk/view",0.95,"50hr-selected"
"a_3323","1001--5728-Kislev 19g Mamar.mp3","5728","Kislev",19,"",21.76,"https://audio.kohnai.ai/training/1001--5728-Kislev%2019g%20Mamar.mp3","https://drive.google.com/file/d/1O9QhUrn4BsZbD_elbVfNJqsQzmzWD7kk/view","t_955","19 Kislev 5728 Sicha 4.docx","/api/transcript?name=19%20Kislev%205728%20Sicha%204.txt","https://drive.google.com/file/d/1KmjlwMc_a2hsW136CptRCwLxckWfM_Bk/view",0.95,"50hr-selected"
"a_3297","1027--5728-Adar 14f Mamar.mp3","5728","Adar",14,"",13.62,"https://audio.kohnai.ai/training/1027--5728-Adar%2014f%20Mamar.mp3","https://drive.google.com/file/d/1XhqqZ7KlETw2wShxDEBc81ze_VDWIrv5/view","t_979","14 Adar 5728 - Pina Nidachas.doc","/api/transcript?name=14%20Adar%205728%20-%20Pina%20Nidachas.txt","https://drive.google.com/file/d/1gJ3wsGsDcllJiORduR1Zp5kmzz0J2Gqo/view",0.95,"50hr-selected"
"a_3295","1030--5728-Adar 14i Sicha 8.mp3","5728","Adar",14,"",22.2,"https://audio.kohnai.ai/training/1030--5728-Adar%2014i%20Sicha%208.mp3","https://drive.google.com/file/d/16TSRnFEQhyrn1Ge7J8z_rz3X7DQl40uB/view","t_979","14 Adar 5728 - Pina Nidachas.doc","/api/transcript?name=14%20Adar%205728%20-%20Pina%20Nidachas.txt","https://drive.google.com/file/d/1gJ3wsGsDcllJiORduR1Zp5kmzz0J2Gqo/view",0.95,"50hr-selected"
"a_3294","1031--5728-Adar 14j Sicha 9.mp3","5728","Adar",14,"",8.4,"https://audio.kohnai.ai/training/1031--5728-Adar%2014j%20Sicha%209.mp3","https://drive.google.com/file/d/1Zd0S54xZIGjZbTaG7hubzRqq-0lAFXcK/view","t_979","14 Adar 5728 - Pina Nidachas.doc","/api/transcript?name=14%20Adar%205728%20-%20Pina%20Nidachas.txt","https://drive.google.com/file/d/1gJ3wsGsDcllJiORduR1Zp5kmzz0J2Gqo/view",0.95,"50hr-selected"
"a_3293","1032--5728-Adar 14k Sicha 10 end.mp3","5728","Adar",14,"",10.73,"https://audio.kohnai.ai/training/1032--5728-Adar%2014k%20Sicha%2010%20end.mp3","https://drive.google.com/file/d/1BXobWccGXpHAgfRob2Y5wOIaOJ2UXxF6/view","t_979","14 Adar 5728 - Pina Nidachas.doc","/api/transcript?name=14%20Adar%205728%20-%20Pina%20Nidachas.txt","https://drive.google.com/file/d/1gJ3wsGsDcllJiORduR1Zp5kmzz0J2Gqo/view",0.95,"50hr-selected"
"a_3262","1033--5728-Iyar 28 Sicha Nshei chabad.mp3","5728","Iyar",28,"",13.25,"https://audio.kohnai.ai/training/1033--5728-Iyar%2028%20Sicha%20Nshei%20chabad.mp3","https://drive.google.com/file/d/1rNv8t_VoZl3Wi1TBwkCIX2yh17xt2Mxq/view","t_985","28 Iyar 5728 - Tznius.doc","/api/transcript?name=28%20Iyar%205728%20-%20Tznius.txt","https://drive.google.com/file/d/1uZfOnWTLkILgQRlImRkqJ7S_JOuD9yqn/view",0.95,"50hr-selected"
"a_3284","1041--5728-Tamuz 12f Mamar.mp3","5728","Tamuz",12,"",20.79,"https://audio.kohnai.ai/training/1041--5728-Tamuz%2012f%20Mamar.mp3","https://drive.google.com/file/d/1awliJKYeJdRxtbcKCsXKFqLfFXPmLW7u/view","t_967","12 Tammuz 5728 Sicha 6.docx","/api/transcript?name=12%20Tammuz%205728%20Sicha%206.txt","https://drive.google.com/file/d/13__QtQ3OIQBtRahv-Mx7Mi95M50TOGjK/view",0.95,"50hr-selected"
"a_3278","1048--5728-Tamuz 12m Sicha 12.mp3","5728","Tamuz",12,"",7.55,"https://audio.kohnai.ai/training/1048--5728-Tamuz%2012m%20Sicha%2012.mp3","https://drive.google.com/file/d/1Cb203p2Wcwn9yePFmEybhflTOmJj_B4O/view","t_967","12 Tammuz 5728 Sicha 6.docx","/api/transcript?name=12%20Tammuz%205728%20Sicha%206.txt","https://drive.google.com/file/d/13__QtQ3OIQBtRahv-Mx7Mi95M50TOGjK/view",0.95,"50hr-selected"
"a_3276","1050--5728-Tamuz 12o Sicha 14.mp3","5728","Tamuz",12,"",7.34,"https://audio.kohnai.ai/training/1050--5728-Tamuz%2012o%20Sicha%2014.mp3","https://drive.google.com/file/d/15a0jvRisPgB3DWEppOJ5Qt6gPkYK6i8J/view","t_967","12 Tammuz 5728 Sicha 6.docx","/api/transcript?name=12%20Tammuz%205728%20Sicha%206.txt","https://drive.google.com/file/d/13__QtQ3OIQBtRahv-Mx7Mi95M50TOGjK/view",0.95,"50hr-selected"
"a_2727","1068--5729-Kislev 19e Mamar.mp3","5729","Kislev",19,"",20.31,"https://audio.kohnai.ai/training/1068--5729-Kislev%2019e%20Mamar.mp3","https://drive.google.com/file/d/1WRWYCEcOWoQ9glawpIgPMFr7cW82BfBv/view","t_320","Sicha 3 19 Kislev 5729.pdf","/api/transcript?name=Sicha%203%2019%20Kislev%205729.txt","https://drive.google.com/file/d/1nRP1i9oJ4QarAlgV1PM5gpw3kwSV0rDl/view",0.95,"50hr-selected"
"a_2726","1070--5729-Kislev 19g Sicha 6.mp3","5729","Kislev",19,"",36.81,"https://audio.kohnai.ai/training/1070--5729-Kislev%2019g%20Sicha%206.mp3","https://drive.google.com/file/d/1edtxJB7jcxNclomn4Eto3ztTltZ2swQK/view","t_320","Sicha 3 19 Kislev 5729.pdf","/api/transcript?name=Sicha%203%2019%20Kislev%205729.txt","https://drive.google.com/file/d/1nRP1i9oJ4QarAlgV1PM5gpw3kwSV0rDl/view",0.95,"50hr-selected"
"a_2725","1071--5729-Kislev 19h Sicha 7.mp3","5729","Kislev",19,"",13.88,"https://audio.kohnai.ai/training/1071--5729-Kislev%2019h%20Sicha%207.mp3","https://drive.google.com/file/d/1A15REsu59vKAxaB1dhpq0ga4jfb10XbD/view","t_320","Sicha 3 19 Kislev 5729.pdf","/api/transcript?name=Sicha%203%2019%20Kislev%205729.txt","https://drive.google.com/file/d/1nRP1i9oJ4QarAlgV1PM5gpw3kwSV0rDl/view",0.95,"50hr-selected"
"a_2724","1072--5729-Kislev 19i Sicha 8.mp3","5729","Kislev",19,"",8.03,"https://audio.kohnai.ai/training/1072--5729-Kislev%2019i%20Sicha%208.mp3","https://drive.google.com/file/d/1YVojBvfJtbXft5sO_NdZJfxOYyTVN1JB/view","t_320","Sicha 3 19 Kislev 5729.pdf","/api/transcript?name=Sicha%203%2019%20Kislev%205729.txt","https://drive.google.com/file/d/1nRP1i9oJ4QarAlgV1PM5gpw3kwSV0rDl/view",0.95,"50hr-selected"
"a_2704","1092--5729-Adar 14e Mamar.mp3","5729","Adar",14,"",20.81,"https://audio.kohnai.ai/training/1092--5729-Adar%2014e%20Mamar.mp3","https://drive.google.com/file/d/1T5raWiJ-Y1G5gVd0wIMxjtdH4dcp5fSq/view","t_961","14 adar 5729 Sicha 8.docx","/api/transcript?name=14%20adar%205729%20Sicha%208.txt","https://drive.google.com/file/d/1EkIDre7TWnBvDyVt23o6rUeYkd2f_U4N/view",0.95,"50hr-selected"
"a_2700","1096--5729-Adar 14i Sicha 8.mp3","5729","Adar",14,"",20.01,"https://audio.kohnai.ai/training/1096--5729-Adar%2014i%20Sicha%208.mp3","https://drive.google.com/file/d/16lqzDdAbpEiBCiTHDXTB-jyJu8vIEDPC/view","t_961","14 adar 5729 Sicha 8.docx","/api/transcript?name=14%20adar%205729%20Sicha%208.txt","https://drive.google.com/file/d/1EkIDre7TWnBvDyVt23o6rUeYkd2f_U4N/view",0.95,"50hr-selected"
"a_2697","1100--5729-Adar 14m Sicha 12.mp3","5729","Adar",14,"",16.13,"https://audio.kohnai.ai/training/1100--5729-Adar%2014m%20Sicha%2012.mp3","https://drive.google.com/file/d/1qd_QbOjyS2wQjfdYIaymLknBY2OrLHwY/view","t_961","14 adar 5729 Sicha 8.docx","/api/transcript?name=14%20adar%205729%20Sicha%208.txt","https://drive.google.com/file/d/1EkIDre7TWnBvDyVt23o6rUeYkd2f_U4N/view",0.95,"50hr-selected"
"a_2686","1109--5729-Tamuz 13f Sicha 6.mp3","5729","Tamuz",13,"",20.97,"https://audio.kohnai.ai/training/1109--5729-Tamuz%2013f%20Sicha%206.mp3","https://drive.google.com/file/d/1gZ7AECvvE2zdetsBgrHtXd1DcQMG1hua/view","t_944","13 Tammuz 5729 Sicha 2.docx","/api/transcript?name=13%20Tammuz%205729%20Sicha%202.txt","https://drive.google.com/file/d/15h04rGgdtDxCrtDWdgVs38So9aniqlgZ/view",0.95,"50hr-selected"
"a_2685","1111--5729-Tamuz 13h Mamar.mp3","5729","Tamuz",13,"",23.34,"https://audio.kohnai.ai/training/1111--5729-Tamuz%2013h%20Mamar.mp3","https://drive.google.com/file/d/1u7fNErFNgzI4XObDqfaEqAmOpHuigb7W/view","t_944","13 Tammuz 5729 Sicha 2.docx","/api/transcript?name=13%20Tammuz%205729%20Sicha%202.txt","https://drive.google.com/file/d/15h04rGgdtDxCrtDWdgVs38So9aniqlgZ/view",0.95,"50hr-selected"
"a_2684","1112--5729-Tamuz 13i Sicha 8.mp3","5729","Tamuz",13,"",17.52,"https://audio.kohnai.ai/training/1112--5729-Tamuz%2013i%20Sicha%208.mp3","https://drive.google.com/file/d/1B9ibpyB95v4j67Kgz-g8j0oDv9O002ex/view","t_944","13 Tammuz 5729 Sicha 2.docx","/api/transcript?name=13%20Tammuz%205729%20Sicha%202.txt","https://drive.google.com/file/d/15h04rGgdtDxCrtDWdgVs38So9aniqlgZ/view",0.95,"50hr-selected"
"a_2681","1114--5729-Tamuz 13k Sicha 10.mp3","5729","Tamuz",13,"",8.63,"https://audio.kohnai.ai/training/1114--5729-Tamuz%2013k%20Sicha%2010.mp3","https://drive.google.com/file/d/17CCSr9vDnt0Z87TFcMfi4z9bv9W6DlpG/view","t_944","13 Tammuz 5729 Sicha 2.docx","/api/transcript?name=13%20Tammuz%205729%20Sicha%202.txt","https://drive.google.com/file/d/15h04rGgdtDxCrtDWdgVs38So9aniqlgZ/view",0.95,"50hr-selected"
"a_2881","1165--5730-Shvat 20 Mamar.mp3","5730","Shevat",20,"",22.02,"https://audio.kohnai.ai/training/1165--5730-Shvat%2020%20Mamar.mp3","https://drive.google.com/file/d/1aAhSj_duNXDfp76CVtYk4LNV4E1wvwG_/view","t_870","20 Shvat 5730 Sicha 4.docx","/api/transcript?name=20%20Shvat%205730%20Sicha%204.txt","https://drive.google.com/file/d/1aFI16XmPfX3QwwS6JHvYa57wC08ghFqf/view",0.95,"50hr-selected"
"a_2879","1166--5730-Shvat 20b Sicha 1.mp3","5730","Shevat",20,"",18.47,"https://audio.kohnai.ai/training/1166--5730-Shvat%2020b%20Sicha%201.mp3","https://drive.google.com/file/d/1_CH0s8OPMMQc_M8aippw7R-h7Fnk7YIW/view","t_870","20 Shvat 5730 Sicha 4.docx","/api/transcript?name=20%20Shvat%205730%20Sicha%204.txt","https://drive.google.com/file/d/1aFI16XmPfX3QwwS6JHvYa57wC08ghFqf/view",0.95,"50hr-selected"
"a_2878","1168--5730-Shvat 20d Sicha 3.mp3","5730","Shevat",20,"",20.5,"https://audio.kohnai.ai/training/1168--5730-Shvat%2020d%20Sicha%203.mp3","https://drive.google.com/file/d/1CvHzEPCrWePFHhUz50KmgH6QbvRbA0vS/view","t_870","20 Shvat 5730 Sicha 4.docx","/api/transcript?name=20%20Shvat%205730%20Sicha%204.txt","https://drive.google.com/file/d/1aFI16XmPfX3QwwS6JHvYa57wC08ghFqf/view",0.95,"50hr-selected"
"a_2877","1169--5730-Shvat 20e Sicha 4.mp3","5730","Shevat",20,"",6.84,"https://audio.kohnai.ai/training/1169--5730-Shvat%2020e%20Sicha%204.mp3","https://drive.google.com/file/d/1tlrKg1ZqIWtkaq9zE3l2idiyzfFGekF3/view","t_870","20 Shvat 5730 Sicha 4.docx","/api/transcript?name=20%20Shvat%205730%20Sicha%204.txt","https://drive.google.com/file/d/1aFI16XmPfX3QwwS6JHvYa57wC08ghFqf/view",0.95,"50hr-selected"
